Company,TypeName,Inches,Ram,Gpu,OpSys,Weight,Price,HDD,SSD,Touchscreen,IPS,X_res,Y_res,ppi,Cpu brand
HP,Notebook,15.6,8,Intel HD Graphics 405,Windows,2.04,9.93914036985058,2,0,0,0,1366,768,100.45466986113651,Other Intel Processor
Dell,Notebook,17.3,8,AMD Radeon 530,Windows,2.8,10.964896292206694,1,128,0,0,1920,1080,127.33567457123111,Intel Core i5
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050,Others/No OS/Linux,2.4,10.671359943290625,1,128,0,1,1920,1080,141.21199808219862,Intel Core i5
Dell,Notebook,15.6,8,AMD Radeon R7 M445,Windows,2.33,10.776844060703754,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
HP,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,1.36,11.442932093149693,0,256,0,1,1920,1080,157.3505121487356,Intel Core i7
Asus,2 in 1 Convertible,15.6,12,Nvidia GeForce GT 940MX,Windows,2.26,10.977716980635755,2,512,1,0,1920,1080,141.21199808219862,Intel Core i7
Acer,Notebook,15.6,4,AMD Radeon R5,Windows,2.1,10.030000372501505,0,128,0,0,1366,768,100.45466986113651,AMD Processor
Asus,Gaming,17.3,16,AMD Radeon RX 580,Windows,3.25,11.671319016786894,1,256,0,1,1920,1080,127.33567457123111,AMD Processor
Lenovo,Notebook,17.3,4,AMD Radeon R5,Windows,2.6,10.167923515707006,0,128,0,0,1600,900,106.11306214269258,AMD Processor
Dell,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows,1.62,10.742915658911176,0,256,1,0,1920,1080,165.6321180513006,Intel Core i7
HP,Notebook,15.6,4,AMD Radeon R5,Windows,1.91,10.167903065600154,0,256,0,0,1920,1080,141.21199808219862,AMD Processor
Lenovo,Netbook,11.6,4,Intel HD Graphics 500,Windows,1.59,10.290919027754468,0,128,0,1,1366,768,135.0942111925629,Other Intel Processor
Dell,Notebook,15.6,4,Intel HD Graphics 400,Windows,1.8,9.708902303129879,500,0,0,0,1366,768,100.45466986113651,Other Intel Processor
Asus,Notebook,14.0,4,Intel HD Graphics 500,Windows,1.5,9.631552837051986,0,32,0,0,1366,768,111.93520355955211,Other Intel Processor
Acer,Notebook,15.6,8,Nvidia GeForce GTX 1050,Others/No OS/Linux,2.4,10.716080385838357,1,0,0,0,1920,1080,141.21199808219862,Intel Core i7
HP,Gaming,17.3,8,Nvidia GeForce GTX 1050,Windows,3.35,11.058109595587434,1,128,0,1,1920,1080,127.33567457123111,Intel Core i7
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Others/No OS/Linux,1.85,9.975737513942137,0,128,0,0,1920,1080,141.21199808219862,Intel Core i3
Asus,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows,2.3,11.387117314043296,1,128,0,1,1920,1080,141.21199808219862,Intel Core i7
Lenovo,Notebook,14.0,8,Nvidia GeForce 940MX,Windows,1.5,10.977716980635755,0,256,0,1,1920,1080,157.3505121487356,Intel Core i5
Asus,Ultrabook,13.3,16,Intel HD Graphics 620,Windows,1.1,11.442303324087279,0,512,1,0,1920,1080,165.6321180513006,Intel Core i7
Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,1.13,11.708368556654154,0,512,0,1,2560,1440,209.8006828649808,Intel Core i7
Lenovo,Notebook,13.3,4,Intel HD Graphics 620,Windows,1.5,10.283659467741664,0,128,0,1,1920,1080,165.6321180513006,Intel Core i3
Dell,Workstation,15.6,8,AMD FirePro W5130M,Windows,2.23,11.197396851520583,500,0,0,0,1920,1080,141.21199808219862,Intel Core i5
Dell,Workstation,15.6,8,Nvidia Quadro M1200,Windows,2.0,11.641782951894859,0,256,0,1,1920,1080,141.21199808219862,Intel Core i7
Lenovo,2 in 1 Convertible,14.0,16,Intel HD Graphics 620,Windows,1.42,11.803200572598556,0,512,1,0,2560,1440,209.8006828649808,Intel Core i7
Asus,Gaming,17.3,8,Nvidia GeForce GTX 1050,Windows,3.0,10.921575017331362,1,0,0,0,1920,1080,127.33567457123111,Intel Core i7
Asus,Gaming,17.3,16,Nvidia GeForce GTX 1050 Ti,Windows,3.0,11.347679054569921,1,256,0,0,1920,1080,127.33567457123111,Intel Core i7
Acer,Notebook,15.6,12,Nvidia GeForce MX130,Windows,2.2,10.518018577413223,1,0,0,1,1366,768,100.45466986113651,Intel Core i5
MSI,Gaming,17.3,8,Nvidia GeForce GTX 1050 Ti,Windows,2.7,11.18267988243989,0,256,0,0,1920,1080,127.33567457123111,Intel Core i7
Dell,Notebook,15.6,8,AMD Radeon R7 M445,Others/No OS/Linux,2.33,10.633405177560588,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
HP,Ultrabook,15.6,4,AMD Radeon 520,Windows,1.91,10.188167121983652,0,256,0,0,1920,1080,141.21199808219862,AMD Processor
Lenovo,Notebook,15.6,8,AMD Radeon RX 550,Windows,2.1,11.08997268702302,0,256,0,1,1920,1080,141.21199808219862,Intel Core i7
Lenovo,Notebook,14.0,8,Intel HD Graphics 620,Windows,1.9,10.81931097523836,0,256,0,1,1920,1080,157.3505121487356,Intel Core i5
Dell,Workstation,15.6,8,Nvidia Quadro M1200,Windows,1.78,11.88100267529242,0,256,1,0,3840,2160,282.42399616439724,Intel Core i7
Lenovo,Ultrabook,14.0,16,Intel HD Graphics 620,Windows,1.13,11.848397201257859,0,1,0,1,2560,1440,209.8006828649808,Intel Core i7
Lenovo,Notebook,15.6,4,Intel HD Graphics 500,Windows,2.2,9.699146128184514,1,0,0,0,1366,768,100.45466986113651,Other Intel Processor
Asus,Gaming,17.3,16,Nvidia GeForce GTX 1050,Windows,2.9,11.307930232161196,1,256,0,0,1920,1080,127.33567457123111,Intel Core i7
Lenovo,Notebook,15.6,8,AMD Radeon RX 550,Windows,2.1,11.018284165624754,1,256,0,1,1920,1080,141.21199808219862,Intel Core i5
Acer,Notebook,15.6,8,Nvidia GeForce GTX 1050,Others/No OS/Linux,2.5,10.754345923917311,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
MSI,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,2.8,11.69380197819145,1,256,0,0,1920,1080,127.33567457123111,Intel Core i7
Asus,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,1.1,11.510857728676223,0,512,0,0,1920,1080,157.3505121487356,Intel Core i7
Toshiba,Ultrabook,13.3,16,Intel HD Graphics 520,Windows,1.2,11.44121633636619,0,512,0,0,1920,1080,165.6321180513006,Intel Core i7
Dell,Ultrabook,14.0,8,Intel HD Graphics,Windows,1.36,11.402110098629437,0,512,0,0,1920,1080,157.3505121487356,Intel Core i7
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows,2.2,9.989276182274935,500,0,0,0,1920,1080,141.21199808219862,Intel Core i3
Lenovo,Notebook,11.6,2,Intel HD Graphics 500,Windows,1.15,9.694067896286716,0,32,0,0,1366,768,135.0942111925629,Other Intel Processor
Lenovo,Workstation,15.6,8,Nvidia Quadro M1200,Windows,2.67,11.538242272954019,0,512,0,0,1920,1080,141.21199808219862,Intel Core i7
Lenovo,Ultrabook,14.0,8,Nvidia GeForce GT 940MX,Windows,1.7,11.547549475609573,0,512,0,1,2560,1440,209.8006828649808,Intel Core i7
HP,Notebook,15.6,4,AMD Radeon 520,Windows,2.1,10.126163794678414,1,0,0,0,1920,1080,141.21199808219862,Intel Core i3
Acer,2 in 1 Convertible,13.3,8,Intel HD Graphics 520,Windows,1.6,10.64634002126892,0,256,1,1,1920,1080,165.6321180513006,Intel Core i7
Asus,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows,1.27,10.808592759018333,0,256,1,1,1920,1080,165.6321180513006,Intel Core i5
Dell,Notebook,15.6,4,AMD Radeon R5 M430,Others/No OS/Linux,2.3,10.37065566550255,0,256,0,0,1920,1080,141.21199808219862,Intel Core i5
Dell,Notebook,13.3,4,Intel HD Graphics 520,Windows,1.65,10.510802297245792,0,128,0,0,1366,768,117.82653006268643,Intel Core i3
HP,Ultrabook,14.0,8,Intel HD Graphics 520,Windows,1.43,11.288781413322436,0,256,0,0,1920,1080,157.3505121487356,Intel Core i7
Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.14,10.267037568910903,1,0,0,0,1366,768,100.45466986113651,Intel Core i5
Lenovo,Ultrabook,14.0,8,AMD Radeon RX 550,Windows,1.75,11.078373090310091,0,256,0,1,1920,1080,157.3505121487356,Intel Core i7
Lenovo,2 in 1 Convertible,15.6,16,Nvidia GeForce GTX 1050,Windows,2.0,11.52464373704442,0,512,1,1,3840,2160,282.42399616439724,Intel Core i7
Chuwi,Notebook,12.3,6,Intel HD Graphics 500,Windows,1.4,10.082583913974387,0,64,0,1,2736,1824,267.3384360344031,Other Intel Processor
HP,Notebook,15.6,8,Intel HD Graphics 630,Windows,2.31,11.23889064370897,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
Asus,Notebook,15.6,8,Nvidia GeForce 940MX,Others/No OS/Linux,2.3,10.367478139624735,1,0,0,0,1920,1080,141.21199808219862,Intel Core i3
Dell,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,4.42,11.912578515747587,1,256,0,1,2560,1440,169.78089942830815,Intel Core i7
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows,2.62,11.030873869571886,1,128,0,1,1920,1080,141.21199808219862,Intel Core i7
Dell,Notebook,15.6,8,AMD Radeon 530,Windows,2.02,11.016447617817454,2,256,0,0,1920,1080,141.21199808219862,Intel Core i7
Dell,Ultrabook,14.0,8,Intel HD Graphics 620,Others/No OS/Linux,1.6,10.977716980635755,0,256,0,0,1920,1080,157.3505121487356,Intel Core i7
HP,Gaming,17.3,12,Nvidia GeForce GTX 1070,Windows,3.35,11.575963360732533,1,256,0,0,1920,1080,127.33567457123111,Intel Core i7
Mediacom,2 in 1 Convertible,11.6,4,Intel HD Graphics 500,Windows,1.16,9.67600459962282,0,32,1,1,1920,1080,189.90579052433606,Other Intel Processor
Samsung,Netbook,11.6,4,Intel HD Graphics 400,Others/No OS/Linux,1.15,9.570272405833974,0,16,0,0,1366,768,135.0942111925629,Other Intel Processor
Lenovo,Notebook,13.3,8,Intel HD Graphics 620,Windows,1.4,10.89326663606744,0,256,0,1,1920,1080,165.6321180513006,Intel Core i7
Lenovo,Notebook,14.0,4,Intel HD Graphics 620,Windows,1.7,10.370822624347584,0,128,0,1,1920,1080,157.3505121487356,Intel Core i3
Lenovo,Workstation,15.6,16,Nvidia GeForce 940MX,Windows,2.3,11.777361428141106,0,512,0,1,3840,2160,282.42399616439724,Intel Core i7
Lenovo,Notebook,15.6,16,Nvidia Quadro M2200M,Windows,2.5,11.778996083184301,0,512,0,0,1920,1080,141.21199808219862,Intel Core i7
Asus,Gaming,17.3,8,AMD Radeon RX 580,Windows,3.2,11.410999046046685,1,256,0,0,1920,1080,127.33567457123111,AMD Processor
HP,Notebook,15.6,4,Intel HD Graphics 400,Windows,2.1,9.824885806178992,500,0,0,0,1366,768,100.45466986113651,Other Intel Processor
Google,Ultrabook,12.3,16,Intel HD Graphics 615,Others/No OS/Linux,1.1,11.671319016786894,0,512,1,0,2400,1600,234.50740003017813,Intel Core i7
Lenovo,Ultrabook,14.0,24,Intel HD Graphics 620,Windows,1.32,11.751256776147379,0,512,0,0,2560,1440,209.8006828649808,Intel Core i7
Asus,Notebook,15.6,4,Intel HD Graphics 620,Others/No OS/Linux,2.0,10.301710499387234,0,256,0,0,1920,1080,141.21199808219862,Intel Core i5
Lenovo,Notebook,17.3,8,AMD Radeon R4,Windows,2.8,10.227464909398023,1,0,0,0,1600,900,106.11306214269258,AMD Processor
Dell,Notebook,15.6,4,AMD Radeon 530,Windows,2.2,10.594300009749354,0,256,0,0,1920,1080,141.21199808219862,Intel Core i5
Lenovo,Ultrabook,12.5,8,Intel HD Graphics 620,Windows,1.36,11.240291204162,0,256,0,1,1920,1080,176.23257360658386,Intel Core i5
Lenovo,Notebook,15.6,4,Intel HD Graphics 505,Windows,2.2,9.83063294843456,0,128,0,0,1920,1080,141.21199808219862,Other Intel Processor
HP,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,2.2,10.977716980635755,1,128,0,1,1920,1080,141.21199808219862,Intel Core i7
Dell,Notebook,14.0,8,Nvidia GeForce 930MX,Windows,1.64,11.047982926769505,0,256,0,0,1920,1080,157.3505121487356,Intel Core i5
Acer,Notebook,15.6,4,Intel HD Graphics 620,Others/No OS/Linux,2.4,10.066418317218151,500,0,0,0,1366,768,100.45466986113651,Intel Core i5
Dell,Workstation,15.6,8,Nvidia Quadro M620,Windows,2.23,11.572957346444928,1,64,0,0,1920,1080,141.21199808219862,Other Intel Processor
MSI,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,2.2,10.910678521970082,0,256,0,0,1920,1080,141.21199808219862,Intel Core i5
Microsoft,Ultrabook,13.5,16,Intel Iris Plus Graphics 640,Windows,1.25,11.83458800598367,0,512,1,0,2256,1504,200.84255993695703,Intel Core i7
HP,Notebook,15.6,8,Intel HD Graphics 620,Windows,1.91,10.353987209883721,0,128,0,0,1366,768,100.45466986113651,Intel Core i5
Dell,Workstation,15.6,16,Nvidia Quadro M620,Windows,2.17,11.563884703567355,0,256,0,1,1920,1080,141.21199808219862,Intel Core i7
HP,Workstation,15.6,8,Intel HD Graphics 620,Windows,2.31,11.311195008159336,0,512,0,1,1920,1080,141.21199808219862,Intel Core i7
Lenovo,Notebook,14.0,8,Intel HD Graphics 620,Windows,1.65,11.179710318268073,0,256,0,0,1920,1080,157.3505121487356,Intel Core i5
Dell,Notebook,15.6,8,AMD Radeon 530,Windows,2.36,10.862092668762644,1,128,0,0,1920,1080,141.21199808219862,Intel Core i7
Dell,2 in 1 Convertible,11.6,4,Intel HD Graphics 405,Windows,1.47,10.147261623643049,500,0,1,0,1366,768,135.0942111925629,Other Intel Processor
Dell,Notebook,17.3,8,Nvidia GeForce GTX 1060,Windows,4.42,11.599202972743706,1,0,0,1,1920,1080,127.33567457123111,Intel Core i7
Microsoft,Ultrabook,13.5,4,Intel HD Graphics 615,Windows,1.252,10.872255357854845,0,128,1,0,2256,1504,200.84255993695703,Other Intel Processor
Microsoft,Ultrabook,13.5,8,Intel Iris Plus Graphics 640,Windows,1.25,11.470547260182666,0,256,1,0,2256,1504,200.84255993695703,Intel Core i7
HP,Notebook,17.3,8,Intel HD Graphics 520,Windows,2.5,10.436872940377548,0,256,0,0,1600,900,106.11306214269258,Intel Core i3
Acer,Notebook,15.6,4,Nvidia GeForce 940MX,Windows,2.23,10.274510273088076,1,0,0,0,1920,1080,141.21199808219862,Intel Core i3
Acer,Netbook,11.6,4,Intel HD Graphics 400,Windows,1.4,10.050907057320817,0,128,0,0,1366,768,135.0942111925629,Other Intel Processor
Asus,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.37,10.594300009749354,1,0,0,0,1920,1080,141.21199808219862,Intel Core i5
Lenovo,Notebook,14.0,8,AMD Radeon R7 M460,Others/No OS/Linux,1.5,10.658921971998408,0,512,0,1,1920,1080,157.3505121487356,Intel Core i7
Lenovo,Notebook,15.6,8,Nvidia Quadro M2200M,Windows,2.67,11.62048037119099,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
Asus,Notebook,15.6,4,Intel HD Graphics 500,Windows,2.0,9.692588727638356,500,0,0,0,1366,768,100.45466986113651,Other Intel Processor
Acer,Notebook,15.6,4,Nvidia GeForce GTX 940MX,Windows,2.2,10.126163794678414,500,0,0,0,1366,768,100.45466986113651,Intel Core i3
Dell,Notebook,15.6,8,AMD Radeon 530,Windows,2.02,10.607562803627763,2,0,0,0,1920,1080,141.21199808219862,Intel Core i5
HP,Gaming,17.3,12,Nvidia GeForce GTX 1060,Windows,3.78,11.413356147904066,1,0,0,1,1920,1080,127.33567457123111,Intel Core i7
Lenovo,Ultrabook,14.0,12,Intel HD Graphics 520,Windows,1.4,11.502816945605918,0,256,0,1,2560,1440,209.8006828649808,Intel Core i7
HP,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows,1.29,11.575963360732533,0,512,1,1,3840,2160,331.2642361026012,Intel Core i7
HP,Notebook,15.6,8,AMD FirePro W4190M ,Windows,1.9,11.026550473300178,500,0,0,0,1920,1080,141.21199808219862,Intel Core i5
Google,Ultrabook,12.3,8,Intel HD Graphics 615,Others/No OS/Linux,1.1,11.12626248382466,0,128,1,0,2400,1600,234.50740003017813,Intel Core i5
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,1.42,11.494086806506765,0,256,1,0,1920,1080,165.6321180513006,Intel Core i5
Asus,Notebook,15.6,12,Intel HD Graphics 530,Windows,2.06,11.144911042902732,1,128,0,1,3840,2160,282.42399616439724,Intel Core i7
Dell,Notebook,14.0,8,Intel HD Graphics 520,Windows,1.79,10.58221121243035,0,128,0,0,1366,768,111.93520355955211,Intel Core i3
Dell,Workstation,15.6,8,Nvidia Quadro M1200,Windows,1.78,11.762112832660845,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
Lenovo,Notebook,14.0,8,Intel HD Graphics 620,Windows,1.7,11.19373786463554,0,180,0,0,1920,1080,157.3505121487356,Intel Core i5
Dell,Notebook,15.6,8,AMD Radeon 520,Windows,2.2,10.490273717104664,1,0,0,0,1920,1080,141.21199808219862,Intel Core i5
Toshiba,Notebook,13.3,8,Intel HD Graphics 620,Windows,1.05,11.39733681987678,0,256,0,1,1920,1080,165.6321180513006,Intel Core i5
Dell,Notebook,15.6,8,Nvidia GeForce 940MX,Windows,2.16,11.116014069333293,0,512,0,1,1920,1080,141.21199808219862,Intel Core i7
Dell,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.18,10.349904182775484,1,0,0,0,1366,768,100.45466986113651,Intel Core i3
HP,Notebook,13.3,4,Intel UHD Graphics 620,Windows,1.49,10.56311104105693,0,128,0,1,1920,1080,165.6321180513006,Intel Core i5
Chuwi,Notebook,15.6,4,Intel HD Graphics,Windows,1.89,9.49261223560568,0,64,0,0,1920,1080,141.21199808219862,Other Intel Processor
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows,2.3,10.312386757378574,0,128,0,0,1366,768,100.45466986113651,Intel Core i3
Lenovo,Notebook,14.0,8,Intel UHD Graphics 620,Windows,1.75,10.931153634628432,0,256,0,1,1920,1080,157.3505121487356,Intel Core i5
Dell,Workstation,15.6,16,Nvidia Quadro M620,Windows,2.17,11.732612168264147,0,512,0,1,1920,1080,141.21199808219862,Intel Core i7
Dell,Notebook,15.6,16,Nvidia GeForce GTX 1050,Windows,2.06,11.52464373704442,0,512,0,0,1920,1080,141.21199808219862,Intel Core i7
Lenovo,Ultrabook,12.5,16,Intel HD Graphics 620,Windows,1.36,11.469991241263699,0,512,0,1,1920,1080,176.23257360658386,Intel Core i7
Asus,Ultrabook,12.5,16,Intel HD Graphics 620,Windows,0.91,11.551145677789926,0,512,0,0,1920,1080,176.23257360658386,Intel Core i7
Lenovo,Notebook,15.6,8,Nvidia GeForce 940MX,Windows,2.3,10.895234994607797,0,256,0,1,1920,1080,141.21199808219862,Intel Core i5
Toshiba,Ultrabook,13.3,32,Intel HD Graphics 620,Windows,1.05,11.912578515747587,0,512,1,0,1920,1080,165.6321180513006,Intel Core i7
Asus,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,1.99,11.18342089766461,1,128,0,0,1920,1080,141.21199808219862,Intel Core i7
Acer,Notebook,15.6,8,AMD Radeon RX 540,Windows,2.2,10.336863503805128,1,0,0,0,1366,768,100.45466986113651,AMD Processor
Asus,Gaming,17.3,24,Nvidia GeForce GTX 965M,Windows,4.33,11.121545493946522,1,256,1,1,1920,1080,127.33567457123111,Intel Core i7
Lenovo,Ultrabook,12.5,8,Intel HD Graphics 520,Windows,1.3,10.977716980635755,0,180,0,1,1366,768,125.36742798669837,Intel Core i5
Lenovo,Notebook,15.6,8,Intel UHD Graphics 620,Windows,2.17,10.776732819811487,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
HP,Notebook,14.0,8,Intel HD Graphics 620,Windows,1.48,11.442360501250736,0,1,0,0,1920,1080,157.3505121487356,Intel Core i7
Lenovo,Notebook,13.3,8,Intel HD Graphics 620,Windows,1.4,10.830969824842061,0,256,0,1,1920,1080,165.6321180513006,Intel Core i3
Lenovo,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.3,10.790103923492092,0,256,0,1,1920,1080,141.21199808219862,Intel Core i5
Asus,Netbook,11.6,4,Intel HD Graphics 500,Windows,1.2,9.804506643842341,0,64,0,0,1366,768,135.0942111925629,Other Intel Processor
HP,Notebook,15.6,8,AMD Radeon 520,Windows,1.91,10.403650143697382,0,256,0,0,1366,768,100.45466986113651,Intel Core i5
Lenovo,2 in 1 Convertible,13.9,8,Intel UHD Graphics 620,Windows,1.4,11.352694739066088,0,256,1,1,1920,1080,158.48253022174808,Intel Core i5
Lenovo,Notebook,14.0,4,Intel HD Graphics 500,Windows,2.1,9.67600459962282,500,0,0,0,1366,768,111.93520355955211,Other Intel Processor
Lenovo,Netbook,11.6,4,Intel HD Graphics 400,Others/No OS/Linux,1.25,9.555290852218356,0,16,0,0,1366,768,135.0942111925629,Other Intel Processor
Lenovo,Notebook,13.3,8,Intel HD Graphics 620,Windows,1.44,10.830969824842061,0,256,0,0,1920,1080,165.6321180513006,Intel Core i5
Asus,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.0,11.085440489304405,1,256,0,0,1920,1080,141.21199808219862,Intel Core i7
Acer,Notebook,15.6,4,Nvidia GeForce MX150,Windows,2.2,10.393925962168344,1,0,0,1,1920,1080,141.21199808219862,Intel Core i5
HP,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,1.34,11.16321819034709,0,512,0,1,1920,1080,165.6321180513006,Intel Core i7
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1060,Others/No OS/Linux,2.4,11.02220830408089,1,256,0,1,1920,1080,141.21199808219862,Intel Core i7
Dell,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,1.29,10.776844060703754,0,128,1,1,1920,1080,165.6321180513006,Intel Core i5
Acer,Notebook,15.6,4,Nvidia GeForce 940MX,Windows,2.2,10.435465480609668,500,0,0,0,1920,1080,141.21199808219862,Intel Core i7
Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.18,10.704189639316835,1,0,0,0,1920,1080,141.21199808219862,Intel Core i5
Dell,Notebook,15.6,16,AMD Radeon 530,Windows,2.2,11.081544019025282,2,256,0,0,1920,1080,141.21199808219862,Intel Core i7
Xiaomi,Notebook,15.6,16,Nvidia GeForce MX150,Others/No OS/Linux,1.95,11.219752826912,0,256,0,1,1920,1080,141.21199808219862,Intel Core i7
Asus,Netbook,11.6,2,Intel HD Graphics 500,Windows,1.1,9.47681923677686,0,32,0,0,1366,768,135.0942111925629,Other Intel Processor
HP,Notebook,15.6,4,Intel UHD Graphics 620,Windows,2.04,10.232212772652005,1,0,1,0,1366,768,100.45466986113651,Intel Core i5
Asus,Gaming,15.6,24,Nvidia GeForce GTX1080,Windows,2.24,11.971204630519404,0,512,0,0,1920,1080,141.21199808219862,Intel Core i7
HP,Notebook,15.6,8,Nvidia GeForce 930MX,Windows,2.04,10.765658261746038,0,256,0,0,1920,1080,141.21199808219862,Intel Core i5
Asus,Gaming,17.3,16,Nvidia GeForce GTX1050 Ti,Windows,3.0,11.291444530741918,1,256,0,0,1920,1080,127.33567457123111,Intel Core i7
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows,3.2,11.219074000897615,1,256,0,1,1920,1080,141.21199808219862,Intel Core i7
HP,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,1.32,11.219074000897615,0,256,0,1,1920,1080,165.6321180513006,Intel Core i7
Dell,Notebook,14.0,8,Intel HD Graphics 620,Windows,1.64,11.129965423395353,0,256,0,0,1920,1080,157.3505121487356,Intel Core i5
HP,Notebook,15.6,4,Intel HD Graphics 520,Windows,1.63,10.510802297245792,0,128,0,0,1366,768,100.45466986113651,Intel Core i3
Dell,Notebook,17.3,8,AMD Radeon 530,Others/No OS/Linux,2.8,10.765658261746038,1,128,0,1,1920,1080,127.33567457123111,Intel Core i5
Lenovo,Notebook,14.0,8,Intel HD Graphics 520,Windows,2.02,11.17598591917709,0,256,0,0,1920,1080,157.3505121487356,Intel Core i5
Lenovo,Notebook,15.6,4,Nvidia GeForce 920MX,Windows,2.2,10.658921971998408,1,0,0,0,1920,1080,141.21199808219862,Intel Core i7
Lenovo,Notebook,15.6,8,Nvidia GeForce 920MX ,Others/No OS/Linux,2.2,10.104611236292678,2,0,0,0,1366,768,100.45466986113651,Intel Core i3
Dell,Notebook,15.6,4,AMD Radeon R5 M430,Windows,2.3,10.34717287346399,500,0,0,0,1920,1080,141.21199808219862,Intel Core i5
Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows,1.9,11.203223524960789,0,256,0,0,1920,1080,141.21199808219862,Intel Core i5
Dell,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,4.42,11.98617622657084,1,128,0,1,1920,1080,127.33567457123111,Intel Core i7
Toshiba,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.0,10.732493415479688,500,0,0,1,1920,1080,141.21199808219862,Intel Core i5
Asus,Notebook,15.6,8,Nvidia GeForce GTX 960M,Windows,2.0,11.144911042902732,1,256,0,1,3840,2160,282.42399616439724,Intel Core i7
Mediacom,Notebook,13.3,4,Intel HD Graphics 500,Windows,1.2,9.88635767027266,0,32,0,1,1920,1080,165.6321180513006,Other Intel Processor
Asus,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows,2.3,11.383485348791732,1,128,0,1,1920,1080,141.21199808219862,Intel Core i5
Dell,Notebook,15.6,8,Nvidia GeForce 930MX,Windows,1.93,11.197396851520583,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
Dell,Notebook,15.6,8,AMD Radeon 530,Windows,2.2,10.656930001858216,0,256,0,0,1920,1080,141.21199808219862,Intel Core i5
HP,Notebook,15.6,4,Intel HD Graphics 405,Windows,1.86,9.964497380151283,0,256,0,0,1920,1080,141.21199808219862,Other Intel Processor
HP,Gaming,17.3,12,Nvidia GeForce GTX 1060,Windows,2.62,11.470547260182666,1,0,0,0,1920,1080,127.33567457123111,Intel Core i7
Lenovo,Notebook,14.0,8,Nvidia GeForce 940MX,Windows,1.87,10.73132994821639,0,256,0,1,1920,1080,157.3505121487356,Intel Core i7
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,1.2,11.219074000897615,0,256,1,0,3200,1800,276.053530085501,Intel Core i7
Dell,Notebook,14.0,4,Intel HD Graphics 520,Windows,1.6,10.576614498925235,0,128,0,0,1920,1080,157.3505121487356,Intel Core i3
HP,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,1.34,11.018720942220474,0,256,0,1,3200,1800,276.053530085501,Intel Core i7
Acer,Gaming,15.6,8,Nvidia GeForce GTX 1050,Others/No OS/Linux,2.4,10.657669623681942,1,0,0,0,1920,1080,141.21199808219862,Intel Core i5
Asus,Notebook,15.6,4,AMD Radeon R2 Graphics,Windows,2.0,9.83063294843456,500,0,0,0,1366,768,100.45466986113651,AMD Processor
HP,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.1,10.534467797525002,0,128,0,0,1920,1080,141.21199808219862,Intel Core i3
Lenovo,Notebook,14.0,4,Intel HD Graphics 620,Windows,1.87,10.641244744014543,500,0,0,0,1920,1080,157.3505121487356,Intel Core i5
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Others/No OS/Linux,2.15,10.111883206255781,1,0,0,0,1920,1080,141.21199808219862,Intel Core i5
